title,employment_type,required_experience,industry,function,has_company_logo,Actual,Predicted,Result
"Front-end Web Developer (AngularJS, HTML5)",Full-time,Associate,Internet,Engineering,1,0,0,Correct
State Farm - Bank Pricing Analyst,Full-time,unknown,Insurance,unknown,1,0,0,Correct
Direct Sales Consultant,Temporary,Mid-Senior level,unknown,unknown,1,0,0,Correct
Director of Marketing,Full-time,Executive,Online Media,Marketing,1,0,0,Correct
Production Lead - Freeze Dry,Full-time,Associate,Food Production,Production,1,0,0,Correct
First Line Manager ,Full-time,unknown,Warehousing,Management,0,0,0,Correct
Web Developer (Part-Time),Part-time,Associate,Information Technology and Services,Information Technology,1,0,0,Correct
English Teacher Abroad ,Contract,unknown,Education Management,unknown,1,0,0,Correct
Senior Software Engineer for Games,Full-time,Mid-Senior level,Computer Games,Engineering,1,0,0,Correct
VP of Engineering (CTO),Full-time,Director,Information Technology and Services,Information Technology,1,0,0,Correct
Customer Service Associate - On Call ,Part-time,Entry level,Education Management,Customer Service,1,0,0,Correct
Junior Frontend Engineer ,Full-time,Associate,E-Learning,Engineering,1,0,0,Correct
Software Developer,Full-time,unknown,Telecommunications,Information Technology,1,0,0,Correct
Data Quality Lead,Full-time,Mid-Senior level,Information Technology and Services,Information Technology,1,0,0,Correct
Senior Back-End Developer,Full-time,Mid-Senior level,Computer Software,Engineering,1,0,0,Correct
Junior Front-end Web Developer,Full-time,Entry level,unknown,unknown,1,0,0,Correct
Customer Service Associate ,Full-time,Entry level,Insurance,Customer Service,1,0,0,Correct
"Home Health Aid - Granger, WA",unknown,unknown,unknown,unknown,1,0,0,Correct
Customer Service Team Lead ,Full-time,Entry level,Financial Services,Customer Service,1,0,0,Correct
Title Closer / Title Agent,Full-time,Mid-Senior level,Real Estate,unknown,1,0,0,Correct
Executive Director,Full-time,Director,Nonprofit Organization Management,Management,1,0,0,Correct
Marketing Manager,Full-time,Mid-Senior level,Computer Software,Marketing,1,0,0,Correct
Group Sales Executive ,Full-time,Entry level,Airlines/Aviation,Customer Service,1,0,0,Correct
Media Planner,Full-time,Mid-Senior level,Marketing and Advertising,Advertising,1,0,0,Correct
Senior Frontend Developer,Full-time,Mid-Senior level,Internet,Engineering,1,0,0,Correct
Search Account Manager,Full-time,Entry level,Marketing and Advertising,Advertising,1,0,0,Correct
Head of Engineering - Social Media Start-Up!,Full-time,Director,Computer Software,Information Technology,0,0,0,Correct
Birmingham Recruitment Apprenticeship Under NAS 16-18 Year Olds Only,unknown,Not Applicable,Human Resources,Human Resources,1,0,0,Correct
UI/UX Designer,Full-time,Entry level,Marketing and Advertising,unknown,1,0,0,Correct
Inbound Online Marketer / Growth Hacker,Full-time,Mid-Senior level,Marketing and Advertising,Marketing,1,0,0,Correct
Marketing Manager,unknown,unknown,unknown,unknown,1,0,0,Correct
Sales Representative,Full-time,Not Applicable,Insurance,Sales,1,0,0,Correct
Technical Lead,Full-time,Mid-Senior level,Marketing and Advertising,unknown,1,0,0,Correct
Software Engineer,Full-time,unknown,Computer Software,unknown,0,0,0,Correct
English Teacher Abroad,Contract,unknown,Education Management,unknown,1,0,0,Correct
Office Manager,Full-time,unknown,Events Services,unknown,1,0,0,Correct
Campaign Manager,Full-time,Entry level,Telecommunications,Marketing,1,0,0,Correct
Marketing Manager,Full-time,Mid-Senior level,Marketing and Advertising,Marketing,1,0,0,Correct
Community Relations Specialist,Full-time,unknown,Hospital & Health Care,Business Development,1,0,0,Correct
Graduates: English Teacher Abroad (Conversational),Contract,Entry level,Education Management,Education,1,0,0,Correct
Quality Assurance Engineer,Full-time,Mid-Senior level,Telecommunications,Engineering,1,0,0,Correct
Graphic Designer,Full-time,unknown,Computer Software,Design,1,0,0,Correct
Branch Associate,Full-time,Associate,Banking,Customer Service,1,0,0,Correct
Robust speech separation and recognition,unknown,unknown,unknown,unknown,1,0,0,Correct
Support Worker (Personal Assistant),unknown,unknown,Hospital & Health Care,unknown,1,0,0,Correct
PHP Developer,unknown,unknown,unknown,unknown,1,0,0,Correct
Web Developer Backend (m/f),Full-time,Associate,Internet,Engineering,1,0,0,Correct
Copywriter (Gunner),unknown,unknown,unknown,unknown,1,0,0,Correct
Business Development Manager,Full-time,Associate,Information Technology and Services,Sales,1,0,0,Correct
French Producer,Full-time,Mid-Senior level,Broadcast Media,unknown,1,0,0,Correct
Easy Money,unknown,unknown,unknown,unknown,1,1,1,Correct
AB12 3LE DGV Apprenticeships Under NAS 18-24 Year Olds Only,Full-time,Not Applicable,Logistics and Supply Chain,unknown,1,0,0,Correct
English Teacher Abroad (Conversational),Contract,Entry level,Education Management,Education,1,0,0,Correct
VP of Customer Success (Head of),Full-time,Director,Apparel & Fashion,Other,1,0,0,Correct
Medical Receptionist/Assistant,Full-time,Not Applicable,Mental Health Care,Customer Service,1,0,0,Correct
Jr. Systems Administrator,Full-time,Associate,Real Estate,Information Technology,1,0,0,Correct
Security Consultant,Full-time,Not Applicable,Computer & Network Security,Consulting,1,0,0,Correct
UI designer job description,unknown,unknown,unknown,unknown,0,0,0,Correct
Sales Professional,Full-time,Associate,Staffing and Recruiting,Sales,1,0,0,Correct
Senior Developer for Hotel Cloud Software,Full-time,Associate,unknown,unknown,1,0,0,Correct
Demonstrator,unknown,unknown,unknown,unknown,1,0,0,Correct
BD18 Dental Receptionist Apprenticeship Under NAS 16-24 Year Olds Only,Full-time,Not Applicable,unknown,Administrative,1,0,0,Correct
Director of Product Development / Engineering,Full-time,Director,Computer Software,Engineering,1,0,0,Correct
Sr.Java Developer jobs in Maryland,Full-time,Mid-Senior level,Information Technology and Services,Information Technology,1,0,0,Correct
Junior Sales Representative,Full-time,Entry level,Computer Software,Sales,1,0,0,Correct
Recruitment Sourcer,Full-time,Associate,Financial Services,Human Resources,1,0,0,Correct
Front end engineer,Full-time,unknown,Information Technology and Services,Engineering,1,0,0,Correct
Account Executive ,Full-time,Mid-Senior level,Internet,Sales,1,0,0,Correct
Analyst/Business Analysis,unknown,unknown,unknown,unknown,0,0,0,Correct
B2B Outside Sales - commissions only,Contract,Associate,Computer Software,Sales,0,0,0,Correct
Enterprise Integration Developer,Full-time,Mid-Senior level,Information Technology and Services,Information Technology,1,0,0,Correct
Customer Service Representative,Full-time,Not Applicable,Insurance,Customer Service,1,0,0,Correct
Optical Sales,Full-time,unknown,"Health, Wellness and Fitness",Sales,0,1,1,Correct
Staff Interpreter,Full-time,Associate,Translation and Localization,Other,1,0,0,Correct
Customer Service Associate,Full-time,Entry level,Legal Services,Customer Service,1,0,0,Correct
Graduate Marketing Executive,Full-time,Entry level,Marketing and Advertising,Marketing,1,0,0,Correct
Administrative Manager,Full-time,Associate,Financial Services,Administrative,0,1,0,Wrong
Head of Online Marketing,Full-time,Mid-Senior level,Information Technology and Services,Management,1,0,0,Correct
Manufacturing Engineering Manager,Full-time,unknown,unknown,unknown,0,0,0,Correct
System Administrator,Full-time,Associate,Information Technology and Services,Information Technology,1,0,0,Correct
"Assistant Manager, Global eCommerce & Digital Marketing",Full-time,Mid-Senior level,Cosmetics,Marketing,0,0,0,Correct
Quality Assurance Manager,Full-time,Mid-Senior level,Computer Software,Quality Assurance,1,0,0,Correct
Hotel Maintenance Tech,unknown,unknown,unknown,unknown,1,0,0,Correct
"Manager - PeopleSoft Oracle UNIX Linux ITIL- Denver, CO",Full-time,unknown,Information Technology and Services,unknown,0,0,0,Correct
DB2 UDB DBA,unknown,unknown,unknown,unknown,1,0,0,Correct
"Inbound ""White Hat"" SEO Specialist",Full-time,Mid-Senior level,Marketing and Advertising,Marketing,1,0,0,Correct
Accounting Clerk $15/hr,Full-time,Entry level,Accounting,Accounting/Auditing,0,0,0,Correct
Business Analyst Intern,unknown,unknown,unknown,unknown,1,0,0,Correct
Developer,unknown,unknown,unknown,unknown,0,0,0,Correct
Web App Tester/QA,unknown,unknown,unknown,unknown,0,0,0,Correct
Manufacturing Engineering Manager,Full-time,unknown,Management Consulting,unknown,0,0,0,Correct
Operations Manager Cortilia,Full-time,Mid-Senior level,Food & Beverages,Supply Chain,1,0,0,Correct
Field Sales Representative,Full-time,Mid-Senior level,Hospital & Health Care,Sales,1,0,0,Correct
Writer,Full-time,Not Applicable,Internet,unknown,0,0,0,Correct
Information Architect / UX Designer,Contract,Associate,Internet,Accounting/Auditing,1,0,0,Correct
Project Engineer,Full-time,Mid-Senior level,Oil & Energy,Engineering,1,0,0,Correct
SR. ANDROID ENGINEER,Full-time,Mid-Senior level,Banking,Information Technology,0,0,0,Correct
Software Engineer,Full-time,Mid-Senior level,Computer Software,Information Technology,1,0,0,Correct
Administrative Assistant,Full-time,Entry level,Human Resources,Human Resources,0,1,0,Wrong
iOS Developer,Contract,Associate,Computer Software,Information Technology,0,0,0,Correct
Southampton Fragrance/Beauty Staff Needed,unknown,unknown,Cosmetics,unknown,1,0,0,Correct
I want to be a Postgrad Intern at Vend!,unknown,unknown,unknown,unknown,1,0,0,Correct
Property Preservation Field Crews,Contract,unknown,Real Estate,unknown,0,1,1,Correct
I want to be an Undergrad Intern at Vend!,unknown,unknown,unknown,unknown,1,0,0,Correct
Call Center Representatives,Full-time,Entry level,Automotive,Business Development,1,0,0,Correct
Public Relations Assistant,Full-time,Entry level,Internet,Public Relations,1,0,0,Correct
Customer Service Agent From Home,Full-time,Entry level,Outsourcing/Offshoring,Customer Service,1,0,0,Correct
Graphic Designer ,Full-time,Associate,Design,unknown,1,0,0,Correct
Project Manager,unknown,unknown,unknown,unknown,1,0,0,Correct
Expera Infrastructure Consultant,Contract,unknown,unknown,Consulting,0,0,0,Correct
Want to work at autotorq.com?,unknown,unknown,unknown,unknown,1,0,0,Correct
Corporate Controller,Full-time,Executive,Real Estate,Accounting/Auditing,0,0,0,Correct
Account Strategist (Non-Profit Experience Needed),Full-time,unknown,unknown,unknown,1,0,0,Correct
Product Manager,Full-time,Associate,unknown,unknown,1,0,0,Correct
Data Entry Admin/Clerical Positions - Work From Home,unknown,unknown,unknown,unknown,0,1,1,Correct
Associate Strategist,Full-time,Associate,Internet,Consulting,1,0,0,Correct
Creative Web Designer - Twoo,unknown,unknown,unknown,unknown,1,0,0,Correct
Agile Delivery Manager ,Full-time,Associate,Computer Software,Information Technology,1,0,0,Correct
Product Manager,Full-time,Associate,Computer Software,Product Management,1,0,0,Correct
JavaScript Front-End Engineer,Full-time,Mid-Senior level,Internet,Engineering,1,0,0,Correct
Junior Business Analyst,Full-time,Associate,Internet,Business Analyst,1,0,0,Correct
Quality Assurance Tester,Full-time,Associate,Marketing and Advertising,Quality Assurance,1,0,0,Correct
Junior Designer,Full-time,Associate,Internet,Design,1,0,0,Correct
Go Developer (Architecture),Full-time,unknown,Information Technology and Services,Engineering,1,0,0,Correct
PHP DEVELOPER ,Full-time,unknown,Staffing and Recruiting,Information Technology,1,0,0,Correct
Java Developer,Contract,Mid-Senior level,Information Technology and Services,Engineering,0,0,0,Correct
Full-Time Caregiver for an Active Young Man,Full-time,Entry level,Civic & Social Organization,Health Care Provider,1,0,0,Correct
Assistant Manager,Full-time,Mid-Senior level,Financial Services,Management,0,0,0,Correct
Digital Media Supervisor,Full-time,Mid-Senior level,Marketing and Advertising,Marketing,1,0,0,Correct
UX Designer Campaign,unknown,unknown,unknown,unknown,1,0,0,Correct
SECURITY OFFICER ,Full-time,Entry level,Security and Investigations,Customer Service,1,1,0,Wrong
Linux System Administrator,Full-time,unknown,Information Technology and Services,Information Technology,0,0,0,Correct
Retirement Specialist,Full-time,Not Applicable,Financial Services,Sales,0,0,0,Correct
Cashier in the airport ERBIL,Full-time,Entry level,Hospitality,Accounting/Auditing,1,0,0,Correct
Senior Mobile UI/UX Designer,Full-time,unknown,unknown,Engineering,1,0,0,Correct
Janitor (Independent Contractor),Other,Not Applicable,Nonprofit Organization Management,Other,1,0,0,Correct
Project Manager,Full-time,Associate,Computer Software,Project Management,1,0,0,Correct
Quality Assurance Manager - Dairy Manufacturing,Full-time,unknown,unknown,Quality Assurance,0,0,0,Correct
Business Development Manager - London & South East,unknown,unknown,unknown,unknown,0,0,0,Correct
Data Entry Clerk II ,Full-time,Entry level,Consumer Services,Customer Service,1,0,0,Correct
Senior JAVA developer,Full-time,Mid-Senior level,Information Technology and Services,Information Technology,0,0,0,Correct
SAP BOBJ Sr. Developer,Full-time,unknown,unknown,Consulting,1,0,0,Correct
WhatArmy: Web Serices Account Manager,Other,Entry level,Internet,Customer Service,0,0,0,Correct
Business Analyst,Full-time,Associate,Financial Services,Business Analyst,1,0,0,Correct
Business to Business Sales Representative,Full-time,unknown,Financial Services,Sales,1,0,0,Correct
Full Stack Developer,unknown,unknown,unknown,unknown,1,0,0,Correct
Customer Service Team Lead ,Full-time,Entry level,Financial Services,Customer Service,1,0,0,Correct
Part-Time Admin/Accounts Ninja,Part-time,Associate,Internet,Accounting/Auditing,1,0,0,Correct
Promotions / Marketing Assistant,unknown,unknown,unknown,Marketing,1,0,0,Correct
Agent-Inbound Cust Svc,Full-time,Entry level,Telecommunications,Customer Service,1,0,0,Correct
Business Development Representative,Contract,Associate,Information Technology and Services,Sales,1,0,0,Correct
Online Marketing / Demand Generation Manager (remote/telecommute),Full-time,Mid-Senior level,Internet,Marketing,1,0,0,Correct
Product Insight Analyst Property and Casualty Insurance   2168,Full-time,unknown,unknown,unknown,0,1,0,Wrong
Vice President - PMO (provides relocation assistance),Full-time,Director,Information Technology and Services,unknown,0,0,0,Correct
IT Support,Full-time,Mid-Senior level,Hospital & Health Care,Information Technology,0,0,0,Correct
Graduates: English Teacher Abroad ,Contract,unknown,Education Management,unknown,1,0,0,Correct
"Senior Android Software Engineer (Delhi role, Singapore Company)",Full-time,unknown,Internet,unknown,1,0,0,Correct
Experienced  and Senior Java developers (Java SE),Full-time,Mid-Senior level,unknown,unknown,1,0,0,Correct
SBA Business Development Officer NW Suburbs of Chicago,unknown,unknown,unknown,unknown,1,0,0,Correct
